Order,Section,Operation,Type,Required Resources,Duration (min),Start Time (min),End Time (min),Cost (€)
30d,Quarter section 4,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,Mechanical Operator (2),35,1495,1530,116.67
31a,Quarter section 1,S40_04011_Riveting buttstraps and stabiliser manual,Manual,Mechanical Operator (2),180,1530,1710,600
31b,Quarter section 2,S40_04011_Riveting buttstraps and stabiliser manual,Manual,Mechanical Operator (2),180,1530,1710,600
31c,Quarter section 3,S40_04011_Riveting buttstraps and stabiliser manual,Manual,Mechanical Operator (2),180,1530,1710,600
31d,Quarter section 4,S40_04011_Riveting buttstraps and stabiliser manual,Manual,Mechanical Operator (2),180,1530,1710,600
32a,Quarter section 1,"S40_04013_Deburring int, positioning, attach them manual",Manual,Mechanical Operator (2),45,1710,1755,150
32b,Quarter section 2,"S40_04013_Deburring int, positioning, attach them manual",Manual,Mechanical Operator (2),45,1710,1755,150
32c,Quarter section 3,"S40_04013_Deburring int, positioning, attach them manual",Manual,Mechanical Operator (2),45,1710,1755,150
32d,Quarter section 4,"S40_04013_Deburring int, positioning, attach them manual",Manual,Mechanical Operator (2),45,1710,1755,150
33,Shared,S40_02002_Cleanup and add sealant,Manual,Mechanical Operator (2),35,1755,1790,207.08
34,Shared,S40_02003_Inspection,Manual,Mechanical Operator (2),55,1790,1845,325.42
35,Shared,S40_00002_Jig out,Manual,"Crane (1), Transportation Tooling (1)",60,1845,1905,110
