Order,Section,Operation,Type,Required Resources,Duration (min),Start Time (min),End Time (min),Cost (€)
18b,Quarter section 4,S40_04004_Fixation drilling template suite manual,Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Station Platform (1)",30,735,765,5
19a,Quarter section 3,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Hand Drilling Machine (2), Station Platform (1)",185,765,950,30.83
19b,Quarter section 4,"S40_04005_Drilling (with adapter) 3,2 on Stringers int and drilling template",Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Hand Drilling Machine (2), Station Platform (1)",185,765,950,30.83
20a,Quarter section 3,S40_04006_Deinstall drilling template,Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Station Platform (1)",25,950,975,4.17
20b,Quarter section 4,S40_04006_Deinstall drilling template,Manual,"Station (1), Mechanical Operator (2), Drilling Template (1), Station Platform (1)",25,950,975,4.17
21a,Quarter section 3,S40_04007_Set in position temporary fastener,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",15,975,990,2.5
21b,Quarter section 4,S40_04007_Set in position temporary fastener,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",15,975,990,2.5
22a,Quarter section 3,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",35,990,1025,5.83
22b,Quarter section 4,S40_04009_Set up the fixations LGP/Hi-Lite manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",35,990,1025,5.83
23a,Quarter section 3,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",180,1025,1205,30
23b,Quarter section 4,S40_04011_Riveting buttstraps and stabiliser manual,Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",180,1025,1205,30
24a,Quarter section 3,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",45,1205,1250,7.5
24b,Quarter section 4,"S40_04013_Deburring int, positioning, attach them manual",Manual,"Station (1), Mechanical Operator (2), Station Platform (1)",45,1205,1250,7.5
25,Shared,S40_02002_Cleanup and add sealant,Manual,"Station (1), Mechanical Operator (2)",35,1250,1285,5.83
26,Shared,S40_02003_Inspection,Manual,"Station (1), Mechanical Operator (2)",55,1285,1340,9.17
27,Shared,S40_00002_Jig out,Manual,"Crane (1), Transportation Tooling (1)",60,1340,1400,3
